Name,Jersey Number,Nationality,Age,Appearances,Wins,Losses,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Hit woodwork,Big chances missed,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Yellow cards,Red cards,Fouls,Offsides
Bernd Leno,1.0,Germany,28.0,64.0,28,16,13.198738170347003,,,,,,,119.52452830188679,,,,,14.0,82.0,,,,,,,,,,,,,,,0.0,7.0,9.090361445783133,1783.0,27.86,,,,,234.0,222.0,1.0,34.0,26.0,17.0,28.0,375.0,489.0,2,0,0,
Matt Macey,33.0,England,26.0,81.7006237006237,0,0,13.198738170347003,,,,,,,119.52452830188679,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,9.090361445783133,2747.585416666667,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,
Rúnar Alex Rúnarsson,13.0,Iceland,25.0,81.7006237006237,0,0,13.198738170347003,,,,,,,119.52452830188679,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,9.090361445783133,2747.585416666667,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,
Héctor Bellerín,2.0,Spain,25.0,160.0,90,37,7.0,,0.0,4.0,3.0,,,119.52452830188679,,,3.0,,53.0,166.0,214.0,78%,1.0,32.0,208.0,304.0,143.0,3.0,732.0,611.0,709.0,196.0,161.0,215.0,1.0,1.0,18.0,7125.0,44.53,28.0,389.0,16%,31.0,144.0,,,,,,,,,23,0,125,8.0
Kieran Tierney,3.0,Scotland,23.0,16.0,7,5,1.0,,0.0,0.0,1.0,,,119.52452830188679,,,0.0,,2.0,16.0,21.0,81%,0.0,1.0,12.0,32.0,12.0,0.0,63.0,55.0,38.0,12.0,10.0,16.0,0.0,0.0,1.0,519.0,32.44,1.0,45.0,18%,0.0,22.0,,,,,,,,,2,0,9,0.0
William Saliba,4.0,France,19.0,81.7006237006237,0,0,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090361445783133,2747.585416666667,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0
Sokratis,5.0,Greece,32.0,44.0,21,11,3.0,,1.0,2.0,0.0,,,119.52452830188679,,,1.0,,9.0,58.0,67.0,61%,1.0,4.0,43.0,175.0,82.0,1.0,173.0,227.0,160.0,11.0,115.0,73.0,0.0,1.0,2.0,2416.0,54.91,4.0,1.0,1%,2.0,172.0,,,,,,,,,18,0,56,1.0
Rob Holding,16.0,England,25.0,41.0,25,9,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,10.0,45.0,50.0,70%,1.0,3.0,54.0,170.0,92.0,0.0,192.0,176.0,142.0,19.0,96.0,64.0,0.0,0.0,9.090361445783133,2200.0,53.66,0.0,3.0,67%,1.0,116.0,,,,,,,,,8,0,32,0.0
Shkodran Mustafi,20.0,Germany,28.0,99.0,52,26,7.0,,6.0,1.0,0.0,,,119.52452830188679,,,2.0,,26.0,117.0,197.0,73%,2.0,14.0,195.0,531.0,345.0,2.0,455.0,670.0,416.0,26.0,413.0,218.0,0.0,3.0,4.0,5907.0,59.67,5.0,45.0,20%,13.0,273.0,,,,,,,,,28,0,117,7.0
Calum Chambers,21.0,England,25.0,139.0,47,57,6.0,,1.0,4.0,1.0,,,119.52452830188679,,,1.0,,28.0,170.0,257.0,70%,1.0,22.0,247.0,537.0,301.0,1.0,735.0,703.0,619.0,93.0,301.0,240.0,1.0,1.0,3.0,5935.0,42.7,9.0,210.0,18%,4.0,304.0,,,,,,,,,28,1,137,2.0
David Luiz,23.0,Brazil,33.0,194.0,113,38,13.0,,6.0,6.0,1.0,,,119.52452830188679,,,5.0,,64.0,173.0,240.0,74%,4.0,59.0,344.0,832.0,443.0,2.0,1042.0,846.0,680.0,80.0,344.0,256.0,1.0,4.0,7.0,10165.0,52.4,22.0,67.0,28%,79.0,980.0,,,,,,,,,40,3,212,5.0
Sead Kolasinac,31.0,Bosnia And Herzegovina,27.0,78.0,40,22,2.0,,0.0,0.0,2.0,,,119.52452830188679,,,1.0,,17.0,86.0,112.0,66%,0.0,11.0,72.0,111.0,68.0,0.0,365.0,284.0,264.0,41.0,97.0,80.0,0.0,1.0,11.0,3201.0,41.04,18.0,123.0,20%,3.0,67.0,,,,,,,,,12,0,74,16.0
Gabriel Magalhães,6.0,Brazil,22.0,2.0,2,0,1.0,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,1.0,1.0,2.0,2%,0.0,0.0,2.0,8.0,7.0,1.0,6.0,8.0,7.0,0.0,4.0,3.0,0.0,0.0,9.090361445783133,197.0,98.5,0.0,0.0,0%,0.0,6.0,,,,,,,,,0,0,3,0.0
Mesut Özil,10.0,Germany,31.0,184.0,100,39,33.0,0.18,4.0,4.0,25.0,0.0,1.0,205.0,92.0,45%,7.0,26.0,,,161.0,68%,,58.0,75.0,37.0,13.0,,778.0,625.0,744.0,248.0,28.0,83.0,,2.0,54.0,11186.0,60.79,65.0,834.0,35%,121.0,276.0,,,,,,,,,13,0,95,83.0
Lucas Torreira,11.0,Uruguay,24.0,63.0,28,15,3.0,0.05,0.0,3.0,0.0,0.0,0.0,46.0,12.0,26%,1.0,1.0,,,96.0,57%,,10.0,75.0,53.0,22.0,,327.0,276.0,212.0,30.0,32.0,47.0,,0.0,3.0,2493.0,39.57,3.0,40.0,28%,4.0,94.0,,,,,,,,,14,1,62,0.0
Ainsley Maitland-Niles,15.0,England,23.0,54.0,26,16,1.0,0.02,0.0,1.0,0.0,0.0,0.0,14.0,4.0,29%,1.0,1.0,,,101.0,62%,,3.0,62.0,66.0,29.0,,223.0,218.0,207.0,58.0,29.0,38.0,,0.0,3.0,1867.0,34.57,4.0,57.0,21%,2.0,74.0,,,,,,,,,6,2,35,1.0
Mohamed Elneny,25.0,Egypt,28.0,47.0,29,10,13.198738170347003,47.0,0.0,0.0,0.0,0.0,0.0,44.0,5.0,11%,0.0,2.0,,,57.0,54%,,22.0,41.0,41.0,15.0,,211.0,109.0,107.0,11.0,18.0,34.0,,0.0,3.0,2532.0,53.87,2.0,30.0,13%,4.0,83.0,,,,,,,,,7,1,24,2.0
Joseph Willock,28.0,England,21.0,33.0,12,12,1.0,0.03,0.0,1.0,0.0,0.0,0.0,18.0,5.0,28%,0.0,2.0,,,30.0,60%,,4.0,6.0,10.0,4.0,,64.0,75.0,76.0,21.0,9.0,18.0,,0.0,1.0,398.0,12.06,1.0,9.0,22%,3.0,15.0,,,,,,,,,2,0,13,0.0
Matteo Guendouzi,29.0,France,21.0,57.0,24,17,13.198738170347003,57.0,0.0,0.0,0.0,0.0,0.0,27.0,9.0,33%,1.0,1.0,,,75.0,56%,,11.0,59.0,58.0,29.0,,284.0,263.0,217.0,47.0,31.0,40.0,,1.0,1.0,2750.0,48.25,4.0,21.0,10%,16.0,148.0,,,,,,,,,15,0,41,0.0
Emile Smith Rowe,32.0,England,20.0,2.0,0,1,13.198738170347003,2.0,0.0,0.0,0.0,0.0,0.0,119.52452830188679,0.0,0%,0.0,0.0,,,1.0,100%,,0.0,1.0,2.0,2.0,,5.0,4.0,4.0,2.0,0.0,0.0,,0.0,9.090361445783133,35.0,17.5,0.0,1.0,1%,0.0,0.0,,,,,,,,,0,0,0,0.0
Granit Xhaka,34.0,Switzerland,27.0,132.0,70,33,8.0,0.06,0.0,0.0,8.0,0.0,2.0,144.0,41.0,28%,2.0,1.0,,,254.0,66%,,40.0,133.0,208.0,129.0,,885.0,650.0,607.0,69.0,181.0,173.0,,7.0,13.0,9739.0,73.78,12.0,274.0,25%,35.0,673.0,,,,,,,,,35,2,196,2.0
Bukayo Saka,7.0,England,19.0,28.0,11,7,1.0,0.04,0.0,0.0,1.0,0.0,0.0,15.0,4.0,27%,1.0,1.0,,,36.0,,,5.0,12.0,12.0,7.0,,,,,,,,,,5.0,716.0,25.57,6.0,69.0,,,,,,,,,,,,6,0,22,13.0
Dani Ceballos,8.0,Spain,24.0,26.0,14,6,13.198738170347003,26.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,21%,0.0,0.0,,,49.0,51%,,6.0,37.0,14.0,9.0,,163.0,127.0,129.0,30.0,12.0,26.0,,0.0,3.0,1372.0,52.77,2.0,71.0,14%,7.0,81.0,,,,,,,,,1,0,21,0.0
Alexandre Lacazette,9.0,France,29.0,99.0,46,28,39.0,0.39,4.0,30.0,5.0,2.0,1.0,204.0,93.0,46%,4.0,31.0,,,92.0,,,44.0,30.0,49.0,35.0,,,,,,,,,,16.0,2045.0,20.66,15.0,60.0,,,,,,,,,,,,11,0,127,62.0
Pierre-Emerick Aubameyang,14.0,Gabon,31.0,87.0,43,25,55.0,0.63,3.0,44.0,8.0,7.0,1.0,222.0,105.0,47%,8.0,39.0,,,58.0,,,52.0,25.0,38.0,12.0,,,,,,,,,,13.0,1880.0,21.61,17.0,155.0,,,,,,,,,,,,4,1,30,55.0
Nicolas Pépé,19.0,Cote D'Ivoire,25.0,33.0,15,9,5.0,0.15,0.0,0.0,5.0,1.0,0.0,51.0,18.0,35%,3.0,2.0,,,32.0,,,14.0,8.0,4.0,2.0,,,,,,,,,,6.0,723.0,21.91,8.0,113.0,,,,,,,,,,,,4,0,14,4.0
Reiss Nelson,24.0,England,20.0,20.0,10,5,1.0,0.05,0.0,1.0,0.0,0.0,0.0,13.0,4.0,31%,0.0,0.0,,,15.0,,,5.0,6.0,2.0,0.0,,,,,,,,,,9.090361445783133,286.0,14.3,0.0,25.0,,,,,,,,,,,,1,0,8,4.0
Eddie Nketiah,30.0,England,21.0,23.0,12,8,4.0,0.17,0.0,2.0,2.0,0.0,0.0,20.0,8.0,40%,4.0,3.0,,,9.0,,,4.0,2.0,6.0,2.0,,,,,,,,,,9.090361445783133,172.0,7.48,1.0,1.0,,,,,,,,,,,,0,1,18,5.0
Gabriel Martinelli,35.0,Brazil,19.0,14.0,3,3,3.0,0.21,0.0,3.0,0.0,0.0,0.0,12.0,5.0,42%,0.0,1.0,,,20.0,75%,,2.0,3.0,5.0,4.0,,34.0,46.0,92.0,9.0,8.0,37.0,,0.0,9.090361445783133,116.0,8.29,0.0,22.0,22%,1.0,2.0,,,,,,,,,1,0,9,2.0
Willian,12.0,Brazil,32.0,236.0,137,47,37.0,0.16,1.0,33.0,3.0,5.0,4.0,393.0,145.0,37%,15.0,20.0,,,246.0,,,111.0,100.0,54.0,24.0,,,,,,,,,,35.0,8290.0,35.13,51.0,1009.0,,,,,,,,,,,,21,1,131,33.0
Tom Heaton,1.0,England,34.0,116.0,34,55,13.198738170347003,,,,,,,119.52452830188679,,,,,28.0,167.0,,,,,,,,,,,,,,,2.0,3.0,9.090361445783133,3290.0,28.36,,,,,1067.0,408.0,3.0,40.0,96.0,73.0,53.0,436.0,1023.0,5,0,2,
Jed Steer,12.0,England,28.0,2.0,0,2,13.198738170347003,,,,,,,119.52452830188679,,,,,0.0,1.0,,,,,,,,,,,,,,,0.0,0.0,9.090361445783133,32.0,16.0,,,,,6.0,2.0,0.0,0.0,1.0,0.0,2.0,8.0,5.0,0,0,0,
Ørjan Nyland,25.0,Norway,30.0,7.0,1,4,13.198738170347003,,,,,,,119.52452830188679,,,,,1.0,12.0,,,,,,,,,,,,,,,0.0,0.0,9.090361445783133,152.0,21.71,,,,,35.0,15.0,0.0,1.0,3.0,2.0,0.0,29.0,53.0,0,0,0,
Lovre Kalinic,28.0,Croatia,30.0,81.7006237006237,0,0,13.198738170347003,,,,,,,119.52452830188679,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,9.090361445783133,2747.585416666667,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,
Emiliano Martínez,26.0,Argentina,28.0,16.0,9,6,13.198738170347003,,,,,,,119.52452830188679,,,,,7.0,16.0,,,,,,,,,,,,,,,0.0,0.0,9.090361445783133,397.0,24.81,,,,,62.0,44.0,1.0,2.0,22.0,6.0,4.0,86.0,103.0,2,0,1,
Neil Taylor,3.0,Wales,31.0,145.0,48,62,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,38.0,190.0,266.0,76%,1.0,14.0,241.0,350.0,133.0,1.0,614.0,493.0,454.0,46.0,94.0,142.0,1.0,0.0,5.0,5491.0,37.87,6.0,255.0,22%,5.0,214.0,,,,,,,,,21,0,121,3.0
Ezri Konsa Ngoyo,4.0,England,22.0,26.0,8,12,2.0,,1.0,1.0,0.0,,,119.52452830188679,,,0.0,,5.0,39.0,19.0,53%,0.0,3.0,27.0,70.0,26.0,0.0,106.0,116.0,81.0,7.0,56.0,48.0,0.0,1.0,2.0,810.0,31.15,2.0,13.0,46%,0.0,36.0,,,,,,,,,3,0,17,1.0
Matt Targett,18.0,England,25.0,72.0,24,28,2.0,,1.0,0.0,1.0,,,119.52452830188679,,,1.0,,12.0,88.0,122.0,66%,0.0,8.0,124.0,156.0,61.0,1.0,297.0,274.0,239.0,21.0,84.0,84.0,0.0,1.0,6.0,2240.0,31.11,13.0,250.0,26%,8.0,140.0,,,,,,,,,8,0,41,2.0
Björn Engels,22.0,Belgium,26.0,17.0,3,12,1.0,,1.0,0.0,0.0,,,119.52452830188679,,,0.0,,2.0,32.0,11.0,55%,0.0,0.0,28.0,85.0,42.0,0.0,53.0,71.0,39.0,1.0,55.0,27.0,0.0,1.0,9.090361445783133,647.0,38.06,0.0,2.0,50%,0.0,49.0,,,,,,,,,1,0,5,1.0
Frédéric Guilbert,24.0,France,25.0,25.0,7,13,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,2.0,36.0,74.0,58%,0.0,2.0,49.0,62.0,26.0,0.0,104.0,164.0,172.0,23.0,48.0,68.0,0.0,0.0,2.0,749.0,29.96,1.0,91.0,16%,0.0,40.0,,,,,,,,,7,0,36,2.0
Ahmed El Mohamady,27.0,Egypt,33.0,183.0,48,91,6.0,,4.0,2.0,0.0,,,119.52452830188679,,,4.0,,28.0,237.0,267.0,77%,0.0,19.0,246.0,342.0,162.0,5.0,909.0,960.0,866.0,128.0,444.0,410.0,1.0,1.0,13.0,6628.0,36.22,19.0,916.0,21%,7.0,304.0,,,,,,,,,12,1,152,13.0
Kortney Hause,30.0,England,25.0,18.0,3,11,1.0,0.06,0.0,1.0,0.0,0.0,0.0,20.0,3.0,15%,0.0,3.0,,,21.0,43%,,2.0,20.0,94.0,51.0,,109.0,138.0,77.0,9.0,100.0,35.0,,1.0,9.090361445783133,799.0,44.39,1.0,0.0,0%,1.0,62.0,,,,,,,,,3,0,24,1.0
Tyrone Mings,5.0,England,27.0,51.0,13,27,2.0,,0.0,0.0,2.0,,,119.52452830188679,,,0.0,,7.0,78.0,30.0,83%,1.0,1.0,49.0,253.0,111.0,3.0,270.0,162.0,113.0,18.0,96.0,69.0,2.0,2.0,3.0,1961.0,38.45,2.0,10.0,40%,0.0,155.0,,,,,,,,,8,0,30,2.0
Matthew Cash,2.0,England,23.0,1.0,1,0,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,1.0,0.0,1.0,1%,0.0,2.0,2.0,4.0,1.0,0.0,5.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,9.090361445783133,56.0,56.0,0.0,6.0,33%,0.0,3.0,,,,,,,,,1,0,0,0.0
Douglas Luiz,6.0,Brazil,22.0,37.0,10,20,3.0,0.08,0.0,2.0,1.0,0.0,0.0,41.0,13.0,32%,0.0,2.0,,,46.0,52%,,17.0,36.0,47.0,18.0,,211.0,150.0,163.0,36.0,31.0,36.0,,1.0,2.0,1300.0,35.14,3.0,25.0,24%,4.0,100.0,,,,,,,,,8,0,51,0.0
John McGinn,7.0,Scotland,25.0,29.0,7,15,3.0,0.1,0.0,0.0,3.0,0.0,0.0,57.0,20.0,35%,2.0,4.0,,,53.0,66%,,12.0,26.0,15.0,6.0,,157.0,193.0,185.0,53.0,19.0,35.0,,0.0,3.0,759.0,26.17,3.0,67.0,21%,3.0,85.0,,,,,,,,,4,0,38,0.0
Henri Lansbury,8.0,England,29.0,13.0,4,8,13.198738170347003,13.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3%,0.0,0.0,,,7.0,43%,,1.0,1.0,2.0,0.0,,14.0,10.0,16.0,0.0,2.0,6.0,,0.0,9.090361445783133,115.0,8.85,0.0,2.0,50%,0.0,11.0,,,,,,,,,1,0,5,1.0
Jack Grealish,10.0,England,25.0,71.0,17,42,9.0,0.13,0.0,6.0,3.0,0.0,0.0,105.0,32.0,30%,2.0,6.0,,,45.0,71%,,33.0,44.0,17.0,6.0,,293.0,419.0,293.0,122.0,29.0,42.0,,1.0,7.0,2098.0,29.55,12.0,202.0,23%,2.0,103.0,,,,,,,,,9,0,47,6.0
Marvelous Nakamba,19.0,Zimbabwe,26.0,29.0,7,16,13.198738170347003,29.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,14%,0.0,0.0,,,55.0,51%,,0.0,39.0,32.0,7.0,,155.0,115.0,110.0,14.0,23.0,29.0,,1.0,9.090361445783133,782.0,26.97,0.0,4.0,4%,0.0,24.0,,,,,,,,,5,0,26,0.0
Conor Hourihane,14.0,Ireland,29.0,28.0,8,13,3.0,0.11,0.0,0.0,3.0,0.0,1.0,30.0,10.0,33%,1.0,1.0,,,16.0,63%,,13.0,9.0,27.0,10.0,,73.0,54.0,50.0,4.0,14.0,9.0,,0.0,5.0,665.0,23.75,8.0,124.0,24%,1.0,22.0,,,,,,,,,4,0,15,4.0
Trézéguet,17.0,Egypt,25.0,35.0,9,19,6.0,0.17,0.0,5.0,1.0,0.0,0.0,52.0,17.0,33%,2.0,3.0,,,40.0,45%,,22.0,27.0,14.0,9.0,,80.0,134.0,175.0,30.0,32.0,48.0,,0.0,1.0,388.0,11.09,0.0,73.0,16%,0.0,10.0,,,,,,,,,2,1,39,6.0
Anwar El Ghazi,21.0,Netherlands,25.0,34.0,7,19,4.0,0.12,0.0,4.0,0.0,1.0,0.0,52.0,20.0,38%,2.0,7.0,,,20.0,55%,,11.0,13.0,12.0,6.0,,75.0,97.0,151.0,29.0,31.0,57.0,,0.0,4.0,479.0,14.09,4.0,107.0,24%,1.0,15.0,,,,,,,,,3,0,20,12.0
Jota,23.0,Spain,29.0,10.0,2,7,13.198738170347003,10.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,17%,0.0,0.0,,,3.0,33%,,4.0,3.0,5.0,1.0,,26.0,13.0,25.0,7.0,1.0,2.0,,0.0,1.0,93.0,9.3,1.0,2.0,2%,2.0,6.0,,,,,,,,,0,0,6,0.0
Jacob Ramsey,41.0,England,19.0,81.7006237006237,0,0,13.198738170347003,0.0,0.0,0.0,0.0,0.0,0.0,119.52452830188679,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.090361445783133,2747.585416666667,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0
Wesley,9.0,Brazil,23.0,21.0,6,12,5.0,0.24,0.0,5.0,0.0,0.0,0.0,35.0,18.0,51%,1.0,5.0,,,15.0,,,8.0,4.0,23.0,18.0,,,,,,,,,,1.0,367.0,17.48,1.0,7.0,,,,,,,,,,,,3,0,43,14.0
Keinan Davis,39.0,England,22.0,19.0,4,9,13.198738170347003,19.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,29%,0.0,3.0,,,1.0,,,2.0,0.0,4.0,3.0,,,,,,,,,,9.090361445783133,149.0,7.84,0.0,3.0,,,,,,,,,,,,0,0,12,3.0
Ollie Watkins,11.0,England,24.0,1.0,1,0,13.198738170347003,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3%,0.0,0.0,,,0.0,,,1.0,0.0,0.0,0.0,,,,,,,,,,9.090361445783133,19.0,19.0,0.0,0.0,,,,,,,,,,,,0,0,2,1.0
Bertrand Traoré,,Burkina Faso,25.0,10.0,2,4,2.0,0.2,0.0,0.0,2.0,0.0,0.0,17.0,6.0,35%,0.0,0.0,,,9.0,,,7.0,2.0,3.0,1.0,,,,,,,,,,1.0,136.0,13.6,1.0,3.0,,,,,,,,,,,,0,0,3,5.0
Mat Ryan,1.0,Australia,28.0,112.0,27,50,13.198738170347003,,,,,,,119.52452830188679,,,,,26.0,166.0,,,,,,,,,,,,,,,0.0,2.0,9.090361445783133,3272.0,29.21,,,,,964.0,340.0,2.0,32.0,68.0,17.0,15.0,491.0,956.0,2,0,2,
Jason Steele,23.0,England,30.0,81.7006237006237,0,0,13.198738170347003,,,,,,,119.52452830188679,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,9.090361445783133,2747.585416666667,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,
Christian Walton,31.0,England,24.0,81.7006237006237,0,0,13.198738170347003,,,,,,,119.52452830188679,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,9.090361445783133,2747.585416666667,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,
Robert Sánchez,26.0,Spain,22.0,81.7006237006237,0,0,13.198738170347003,,,,,,,119.52452830188679,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,9.090361445783133,2747.585416666667,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,
Ben White,3.0,England,22.0,2.0,1,1,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,1.0,3.0,2.0,100%,0.0,0.0,2.0,2.0,1.0,0.0,5.0,8.0,5.0,1.0,4.0,3.0,0.0,0.0,9.090361445783133,101.0,50.5,0.0,1.0,1%,0.0,4.0,,,,,,,,,0,0,2,0.0
Tariq Lamptey,2.0,England,19.0,11.0,4,4,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,1.0,11.0,12.0,83%,0.0,2.0,23.0,16.0,8.0,0.0,41.0,57.0,51.0,17.0,5.0,10.0,0.0,0.0,2.0,243.0,22.09,4.0,27.0,15%,0.0,3.0,,,,,,,,,3,0,16,0.0
Lewis Dunk,5.0,England,28.0,112.0,28,49,6.0,,3.0,3.0,0.0,,,119.52452830188679,,,1.0,,27.0,162.0,151.0,56%,4.0,16.0,173.0,547.0,304.0,4.0,725.0,560.0,362.0,15.0,345.0,192.0,4.0,2.0,5.0,5364.0,47.89,3.0,10.0,20%,6.0,506.0,,,,,,,,,21,1,80,1.0
Adam Webster,4.0,England,25.0,33.0,8,13,3.0,,2.0,1.0,0.0,,,119.52452830188679,,,0.0,,6.0,47.0,33.0,55%,0.0,3.0,48.0,112.0,55.0,0.0,184.0,179.0,108.0,14.0,114.0,68.0,1.0,1.0,1.0,2001.0,60.64,2.0,6.0,33%,1.0,120.0,,,,,,,,,4,0,14,0.0
Bernardo,30.0,Brazil,25.0,36.0,9,16,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,2.0,46.0,89.0,66%,0.0,5.0,40.0,86.0,49.0,1.0,169.0,212.0,109.0,22.0,75.0,38.0,0.0,0.0,1.0,1115.0,30.97,3.0,48.0,19%,0.0,35.0,,,,,,,,,5,0,20,6.0
Dan Burn,33.0,England,28.0,44.0,11,19,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,1.0,,9.0,60.0,73.0,64%,0.0,5.0,51.0,203.0,129.0,1.0,175.0,270.0,191.0,19.0,165.0,68.0,0.0,0.0,9.090361445783133,1792.0,40.73,2.0,51.0,20%,3.0,62.0,,,,,,,,,5,0,38,3.0
Joël Veltman,34.0,Netherlands,28.0,81.7006237006237,0,0,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090361445783133,2747.585416666667,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0
Romaric Yapi,52.0,France,20.0,81.7006237006237,0,0,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090361445783133,2747.585416666667,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0
Alex Cochrane,50.0,England,20.0,81.7006237006237,0,0,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090361445783133,2747.585416666667,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0
Haydon Roberts,58.0,England,18.0,81.7006237006237,0,0,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090361445783133,2747.585416666667,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0
Dale Stephens,6.0,England,31.0,99.0,24,45,1.0,0.01,0.0,0.0,1.0,0.0,0.0,49.0,5.0,10%,1.0,0.0,,,261.0,63%,,16.0,167.0,152.0,90.0,,724.0,402.0,445.0,35.0,73.0,75.0,,0.0,5.0,4785.0,48.33,4.0,6.0,17%,7.0,381.0,,,,,,,,,20,1,136,0.0
Yves Bissouma,8.0,Mali,24.0,52.0,13,26,1.0,0.02,0.0,1.0,0.0,0.0,0.0,51.0,10.0,20%,1.0,2.0,,,115.0,63%,,11.0,57.0,48.0,23.0,,239.0,285.0,261.0,79.0,48.0,49.0,,1.0,9.090361445783133,1441.0,27.71,1.0,14.0,21%,6.0,74.0,,,,,,,,,9,1,74,2.0
Alexis Mac Allister,10.0,Argentina,21.0,9.0,3,2,13.198738170347003,9.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,14%,0.0,1.0,,,9.0,56%,,3.0,1.0,1.0,0.0,,15.0,17.0,22.0,2.0,3.0,5.0,,0.0,9.090361445783133,98.0,10.89,0.0,23.0,13%,0.0,2.0,,,,,,,,,0,0,4,1.0
Pascal Groß,13.0,Germany,29.0,93.0,20,42,12.0,0.13,2.0,9.0,1.0,2.0,1.0,97.0,38.0,39%,1.0,3.0,,,101.0,50%,,29.0,37.0,48.0,15.0,,313.0,216.0,387.0,21.0,49.0,123.0,,0.0,15.0,2937.0,31.58,35.0,522.0,31%,17.0,166.0,,,,,,,,,7,0,67,22.0
Adam Lallana,14.0,England,32.0,198.0,98,50,30.0,0.15,1.0,12.0,15.0,0.0,0.0,274.0,96.0,35%,8.0,24.0,,,322.0,75%,,91.0,166.0,126.0,49.0,,839.0,886.0,1078.0,209.0,120.0,249.0,,0.0,28.0,6407.0,32.36,25.0,489.0,20%,47.0,146.0,,,,,,,,,17,0,142,57.0
